pathway	AD01	AD04	AD05	AD07	AD08	AD09	AD10	AD100	AD101	AD102	AD103	AD104	AD105	AD106	AD107	AD108	AD109	AD11	AD110	AD111	AD112	AD113	AD114	AD116	AD118	AD119	AD12	AD120	AD121	AD122	AD123	AD125	AD126	AD127	AD13	AD14	AD16	AD17	AD18	AD19	AD20	AD21	AD22	AD23	AD24	AD25	AD26	AD27	AD29	AD30	AD31	AD32	AD33	AD34	AD35	AD36	AD37	AD40	AD41	AD47	AD50	AD53	AD54	AD55	AD58	AD59	AD60	AD61	AD62	AD63	AD64	AD65	AD66	AD67	AD68	AD69	AD70	AD71	AD74	AD75	AD76	AD77	AD78	AD79	AD80	AD83	AD84	AD85	AD86	AD88	AD89	AD90	AD91	AD92	AD93	AD94	AD96	AD97	AD98	AD99	C01	C02	C03	C05	C07	C08	C09	C10	C11	C12	C13	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C39	C40	C42	C43	C44	C46	C49	C50	C51	C52	C54	C55	C57	C58	C59	C60	C61	C62	C63	C64	C71	C72	C73	C74	C75	C76	C77	C78	C79	C80	C81	C82	C83	C84	C85	C86	C87	C88	Description
GLYCOLYSIS-E-D	2105.3893	12925.3894	3148.5985	11283.7328	3172.7907	12401.1359	3938.0977	4855.0726	17534.358	19795.226	2257.3623	8603.506	3622.0789	16354.4335	21052.2044	1666.5654	4993.7915	20056.8106	713.0168	8472.2684	18474.5718	20512.8257	7318.5482	21814.5552	9621.6193	21654.2764	1369.6328	19252.4292	35050.0691	34149.9619	9006.9609	6299.1205	23930.8173	30937.0073	6612.6656	8739.467	1991.1374	1481.4624	4743.383	2307.6403	1167.4961	1122.6678	3592.7298	2167.4252	13773.636	9217.4862	2959.9948	1814.5622	6981.81	4027.1295	14393.2407	36470.9235	5535.9416	1422.4445	1368.5348	5195.3104	6304.4474	4516.657	4678.1198	6680.8564	21099.0067	6624.8185	16580.0835	3985.8057	2882.145	7325.2176	14880.6393	31939.5992	7196.7125	2125.9133	4282.8426	15315.8108	8924.7913	19493.4198	4373.3413	3041.3579	2464.374	12596.4681	7246.3754	11895.029	8600.1775	13034.5764	17343.0282	26592.871	27979.1681	6885.8752	5503.4419	13031.4683	17397.4556	23485.5428	11686.2219	5378.961	22666.4841	9783.2899	15580.0335	26055.2848	22789.6201	21449.3422	8616.5707	1628.4126	2685.5425	30374.6295	2115.4463	15283.4162	232.6291	8469.3986	14101.6366	3716.2931	8155.8603	3710.3458	7747.4606	12491.4806	2445.7236	36095.5472	9679.7761	7329.9221	14999.6201	36901.5799	10350.4603	9831.1825	816.3871	6596.0911	22642.7127	5283.9019	4337.4476	23100.7287	3059.5879	2049.5568	5529.9688	2604.6649	5299.8153	15086.5961	2382.4464	839.2639	38159.1232	7310.7006	9723.4239	3846.7149	3778.3911	25740.3296	4515.0203	2847.7353	35502.7082	9827.1751	12683.0645	5778.3478	18043.9946	14025.4032	32465.0086	5977.2265	16580.0572	3736.1111	7261.9477	19263.257	6353.1824	3052.2484	21691.8288	1303.123	1058.8475	12177.2516	29531.9453	4402.828	109.4758	2862.4351	22975.511	519.3633	1256.5453	2014.7384	2745.2978	8357.7775	4826.8116	superpathway of glycolysis and Entner-Doudoroff
GLYCOLYSIS-TCA-GLYOX-BYPASS	1086.413	15137.7059	70.5042	11588.3487	2961.6296	8895.2654	940.5807	3324.8962	16295.8877	18793.2532	1623.9132	8509.6115	683.9235	14925.7171	21768.8582	960.7314	2782.4491	19875.617	524.7191	1082.9423	14372.3581	20670.244	6372.5086	22333.3207	8996.1597	20353.7547	11.956	18278.2521	38858.9112	38110.5408	4581.7492	6392.0847	23303.9317	32960.7037	4972.9737	8410.8216	512.5594	76.3979	3801.3764	1635.7088	70.1225	918.1471	1556.8	68.2985	14216.8532	11233.6768	282.4347	73.5887	3616.5985	165.2014	9701.2282	39062.0541	466.478	563.1371	976.2413	3045.1844	5420.8182	1677.1501	1817.314	1248.9577	21988.8892	4759.8216	17116.8839	1626.2608	1344.4493	904.9053	4395.767	27439.8252	5931.8754	742.5011	3152.465	15211.2268	53.8454	25208.2783	132.3314	2143.6522	978.274	16464.8964	3387.113	4523.3692	5677.7646	117.1356	13226.0105	31188.7178	34129.5109	6078.7383	3079.9299	7436.5981	16789.2749	23158.7036	9865.6087	1051.9459	20941.512	14937.0159	20096.1112	28015.9938	17458.4825	17217.4414	4589.3425	696.2812	2120.9445	33585.3735	1465.747	15556.9495	58.3804	6808.5318	13313.3726	212.3938	179.4841	826.5894	3481.8719	11232.6517	1285.0002	39506.9312	2339.7528	817.2718	16557.6977	39758.0377	9963.1297	10120.1429	0.0	4283.396	22183.7241	3892.3857	316.788	24367.5768	352.7156	0.0	1500.0942	983.0933	4131.492	15137.7941	1998.6177	466.3135	41566.9546	3224.6241	8632.1843	2843.1732	921.9982	28239.7331	1561.1269	1004.8311	37849.0592	5839.5776	1417.2824	5450.0077	20103.2166	12550.8155	37590.2149	548.3143	2833.0793	3080.9785	6850.2966	18872.4979	1922.1086	714.8997	22631.6483	283.5488	806.9276	10549.3356	33130.8942	1630.3077	42.7865	1579.9164	23627.054	211.6032	651.5212	177.8307	400.3478	8083.6076	4030.168	superpathway of glycolysis, pyruvate dehydrogenase, TCA, and glyoxylate bypass
GLYOXYLATE-BYPASS	435.9736	9995.9684	19.7058	8330.1828	1325.149	3975.0823	466.6913	1347.6428	10797.5472	15975.02	848.542	5231.4048	392.8882	9176.7127	13549.5476	449.2039	1556.3412	15152.5892	279.9921	572.3603	6540.1854	19146.2568	4588.5289	17111.4398	4015.93	11876.52	3.9984	12684.5439	27060.6917	25026.3604	2529.6769	3283.9562	13757.2941	26102.1779	2551.0496	7360.3905	196.8373	25.9384	1922.7301	1077.1551	39.7155	427.1826	650.7315	33.8188	9422.4049	10371.2627	152.1884	31.076	1402.8508	73.8106	4719.4522	29331.0903	260.9547	331.5634	701.5452	1251.0762	4137.567	789.2732	826.6237	467.884	13002.8861	2710.2809	14113.6931	729.0655	804.3386	294.5497	2230.4518	16672.8084	4320.4713	401.835	1304.0668	12522.8913	17.9904	17056.0989	46.7892	1559.0956	329.3955	9083.2042	1440.0829	2886.0244	2165.8421	47.9471	7958.0807	18281.9147	26232.2467	3584.1993	1124.3475	3508.8946	10785.8763	16514.52	4618.6705	522.2183	16974.6306	13112.4683	15883.8463	20038.2866	10935.0872	13640.9844	1581.1229	356.0003	998.2148	26330.7769	1047.4607	10595.7159	35.822	3486.2239	7021.6421	65.7586	45.6502	259.1755	2161.2331	6844.1533	900.147	31087.8117	1336.9078	247.5332	11873.5861	31780.7429	5208.3025	7552.9453	0.0	1998.6973	15765.1847	1867.188	163.0869	14933.2697	131.9609	0.0	569.3533	543.3191	1650.7536	8253.5536	1197.6596	189.079	34406.3899	1217.6992	4792.3011	1162.2091	471.622	19913.3995	833.9323	377.7639	31079.2378	2168.1009	467.2665	2817.3589	11408.7204	10247.3648	27925.481	197.7077	1120.7267	1366.9029	3842.8815	10868.7829	737.0312	241.8784	15536.5766	98.83	626.4669	5008.0064	23529.6165	745.4007	27.2485	586.4931	17803.3039	72.349	370.2506	82.8298	193.9134	5696.0073	1872.6745	glyoxylate cycle
GOLPDLCAT-PWY	439.199	10860.4592	51.4161	1903.797	1071.7074	3382.1884	189.7749	2447.3397	3594.9286	1223.7263	270.5186	2180.449	610.8139	380.692	14428.7426	454.1284	3087.4645	169.5008	5.7658	166.4881	6237.8115	1391.3098	689.2946	7192.2267	4613.4468	15585.0851	240.9356	1133.9625	33020.1791	31007.0041	253.0237	1776.03	20440.2803	258.3029	2146.1703	52.8493	33.2958	341.4179	1054.047	252.8971	63.601	103.196	301.6897	14.4847	154.9438	94.7616	217.265	117.1758	706.6769	524.2181	252.6109	20673.0063	401.3449	245.193	0.0	366.0757	211.9792	303.2984	922.6987	505.3154	14743.347	474.6626	136.1337	186.1353	81.0663	554.9692	146.3496	969.2274	257.092	203.2305	969.2348	94.8494	165.9053	17765.2266	201.6238	364.8219	487.8836	8803.7518	526.8666	314.8633	2425.1686	500.0793	527.5468	18121.5594	31142.5763	51.1133	1497.1901	5137.6999	795.4598	5114.5043	2342.6085	155.8333	882.6555	81.6496	2648.7751	16544.595	2029.7136	194.2475	1709.4739	134.3789	1026.9654	107.7401	155.704	4696.1159	35.4887	4517.0465	4294.6219	318.3253	257.2768	207.479	191.9084	519.9745	13.0604	0.0	1181.8913	369.7615	1597.0523	48.0264	6087.2759	1956.4385	85.7799	1112.4176	2239.3873	1701.3896	45.7103	16567.9792	13.6126	82.5487	306.2239	64.8146	1050.3608	9049.7674	57.1724	191.6078	2979.4531	911.9901	1331.684	990.957	198.4017	27888.6675	17.0858	159.8921	1458.6815	2197.1981	2047.0746	1397.8951	12317.2965	1332.4596	23045.0753	170.2796	644.6646	931.1797	123.1596	22139.0546	448.3365	1314.8958	2140.047	0.0	0.0	259.7323	28877.6065	329.1885	208.6499	624.8404	745.017	1180.1602	27.1977	55.9328	0.0	799.5051	29.7882	superpathway of glycerol degradation to 1,3-propanediol
HCAMHPDEG-PWY	14.0	5831.0	10.0	1089.0	537.5525	1589.0	19.0	455.0	983.0	578.0	101.0	811.0	0.0	20.0	9383.0	61.0	18.5085	691.5854	0.0	0.0	3399.0	1258.6387	208.0	3775.0	2143.0	2115.0	0.0	223.0	18635.0	20148.0	37.0	1028.0	4961.0	60.0	1452.5634	0.0	0.0	0.0	413.0	0.0	10.9091	63.0	99.0	0.0	3461.2972	0.0	0.0	0.0	366.0	0.0	471.1428	23337.0	0.0	8.0	0.0	741.8182	229.0909	98.0	0.0	64.0	6653.0	26.6316	22.0	78.0	0.0	70.0	156.0539	1377.5065	9.0	44.2105	537.0	1023.2727	0.0	11063.0	7.0	16.0	140.0	5580.0	239.0	86.8541	1288.0	0.0	109.0	11793.0	16286.0	523.6364	661.0	778.0	339.0	2143.0	1996.0	17.0	0.0	8.0	1327.3283	10438.0	1653.7822	92.7273	744.0	19.0	428.0	5830.0098	0.0	2584.0	0.0	9.0	1568.0	19.0	20.0	107.0	44.7273	116.0	69.8182	3884.4138	113.4545	85.0	997.6907	3242.3777	1471.8737	1437.1161	0.0	608.0	522.0535	120.0	0.0	5927.0	0.0	0.0	26.0	0.0	542.0	4709.0	47.3425	41.0	5024.3023	483.0	2097.0	556.0	15.0	7628.0	40.0	89.0	381.0	1221.0	120.0	744.0	6556.0	1276.8254	23931.0	54.314	135.0	634.0	347.8588	9000.0	50.0	20.0	282.4568	15.0	0.0	240.0	20110.0	108.0	0.0	213.0	3051.7497	0.0	0.0	0.0	0.0	168.367	0.0	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate
HEME-BIOSYNTHESIS-II	357.7638	6553.9367	72.2273	4392.1203	1030.6785	3169.8489	281.3266	1375.4098	8593.4877	7462.6358	416.8243	3582.9454	157.0801	6663.3725	11273.6365	312.1709	918.3095	10048.4271	6596.6015	255.5096	12652.7255	9479.2108	1995.7103	11465.6646	3259.2541	11372.4602	87.6732	7486.798	23354.5848	22118.4912	2317.3095	2380.8488	12870.5958	20125.3438	1778.9581	3588.3206	176.3045	219.4602	1056.1777	525.4587	19.5941	198.0599	353.9099	132.7004	6861.5611	4550.4648	79.1965	39.8377	996.5649	46.502	3658.9166	25817.75	629.9452	652.2497	308.5163	989.2729	1621.4586	365.7256	576.008	2365.1183	10716.1392	2041.4403	7578.6534	334.597	318.1325	239.6466	1198.5537	14981.5878	1739.611	456.7134	995.2017	7679.5498	227.4925	11378.9999	35.6518	603.5811	249.0415	6025.5261	691.415	1188.2432	1890.7522	153.6904	4779.6339	13568.7428	17081.1377	2213.4253	930.0834	1957.5364	7889.2203	13588.5167	3377.7784	291.5622	10489.2392	4499.8774	7068.2836	14770.7225	9456.7884	6119.8931	1086.7935	205.1543	882.4155	20317.8675	573.921	6591.3944	117.9844	2796.3762	6103.9852	1008.4025	3011.7764	266.8554	1297.0847	4798.0372	323.4744	25195.2054	700.7792	1488.9523	8209.8755	26564.9976	4280.0639	3647.0652	0.0	1354.2427	12855.4372	1447.1716	100.9716	12488.6362	960.7667	11.0705	974.2448	264.885	1052.5637	6855.2698	671.7206	170.1633	29779.4364	938.1948	3260.1276	801.8864	242.6515	18503.6609	428.4908	310.2769	24891.491	1713.1216	1969.6085	1667.7827	9455.7804	4765.1068	24158.4436	205.1212	712.1633	845.5496	2650.1908	10703.9759	1396.4508	647.6179	14112.7662	251.991	222.1013	4888.1036	20472.7613	1378.0683	13.827	719.0583	14405.905	78.0559	329.1485	51.4383	820.9611	3200.2178	1742.0925	heme biosynthesis I (aerobic)
HEMESYN2-PWY	915.2383	8335.1206	82.6088	5926.882	1547.9867	4625.0742	1345.4944	4253.0329	11994.7264	10324.7407	1013.6354	5087.6263	542.3042	9359.7294	14691.9636	607.1443	1905.5072	12979.7617	8191.5186	2702.626	19486.8393	12478.2617	3316.1716	15332.3389	6302.117	15383.2026	120.8989	10175.0501	27882.3196	27013.851	2547.9175	3536.1131	18051.7842	25227.9554	2616.2113	5442.5764	578.5349	2313.6112	1537.7319	1160.094	486.9223	274.3602	912.5805	166.3647	8721.4812	5887.9701	723.3957	495.091	2570.4917	336.3288	5520.425	29857.8473	2650.8908	808.7746	731.6385	1638.9546	2479.18	627.3983	1472.8437	2455.3666	14064.7823	3257.6033	10065.1644	690.1996	701.5536	1759.2689	6120.9987	27755.3682	2586.5659	1743.3179	1506.9693	10513.0903	249.6551	13818.1215	1809.0746	1043.4418	683.8814	7736.4095	1263.0255	2668.9499	3757.8461	356.896	21391.1443	18123.5896	21343.4726	3810.5623	1484.1499	3153.1224	10252.4943	17809.5669	5053.247	3932.0951	14182.5453	5913.093	9776.0183	18754.2292	14512.5573	8005.7924	1859.5753	1219.4765	3605.9268	24969.51	679.8367	8971.2706	137.7009	3867.1458	8355.1413	1203.8369	3959.1501	1027.0616	2731.4625	6521.203	723.8591	30761.2594	5045.1904	1790.1145	10567.3721	32375.1379	5829.278	4802.7687	278.9496	1631.5814	18195.8646	2331.521	326.0561	17001.3383	1205.1	17.9803	5241.1887	555.9034	1584.8127	9325.4079	1006.9574	320.7061	35618.4277	1150.1076	4607.4373	1261.3759	531.689	21806.6401	832.5173	579.6933	32976.3089	2568.2891	4517.5906	2427.3393	12387.3708	6888.8444	28034.5843	335.5541	3213.7094	1242.9953	3768.8022	14795.3453	5647.2628	2813.5409	17679.1669	508.1667	366.7539	6508.0629	24049.4855	1592.4693	597.598	801.4728	17983.2763	1030.2491	354.6856	318.7756	2966.8566	4502.4876	2945.2514	heme biosynthesis II (anaerobic)
HEXITOLDEGSUPER-PWY	2273.3789	10104.3218	1278.7765	6630.0183	2377.1606	7525.7883	1893.7853	6962.3772	10561.0615	8674.9922	7114.6869	5958.0674	2162.0857	6044.3631	16774.7589	1364.867	8113.819	4731.6937	520.9211	3865.9195	12154.3063	8899.3293	3964.355	16871.555	8213.2053	20476.3577	1742.1743	11060.2193	25477.1764	24541.8022	2762.6791	5221.7534	21722.2131	1422.8015	5128.9886	2033.186	1039.2371	1433.1321	4561.7609	4553.2572	1366.0927	535.2851	4044.0436	669.9558	10844.7678	2758.5432	2217.4212	1920.2454	6484.9212	2095.6739	13697.9076	35373.9031	4185.411	1635.9695	2338.426	2798.275	4613.5294	1519.1802	2693.8558	2226.1526	20474.764	5769.4516	11538.2466	2703.024	3090.6313	4193.488	5476.4359	13099.5577	3494.511	2037.2138	2579.8928	5650.2586	2638.9245	18731.6501	553.4034	2304.5744	2063.6698	9476.8713	2384.8944	4206.8309	10291.4136	1934.5664	9141.0219	22938.409	19983.6517	7158.4381	4236.6026	7726.4698	13429.635	14631.468	7404.1378	2368.1454	8757.8836	6375.224	11458.9996	19465.691	19050.9117	1782.0823	3904.9003	897.4648	3023.397	20385.2498	1356.3856	10393.5701	534.9287	6126.6055	12035.8251	2002.0558	3206.2712	1308.8009	2553.762	6635.7841	574.4561	21058.3392	7194.751	4399.8356	8857.8746	16760.8771	10078.6068	6298.822	980.7399	3535.9851	11830.4878	3373.7991	1737.5801	18021.5718	1537.9385	521.696	3507.65	1727.0206	3344.3292	10734.2387	1298.3908	1414.9788	23964.7698	2900.4025	7687.6761	2603.1024	2926.2743	20672.8543	1463.61	1168.081	15752.7121	5198.5113	2031.6365	4226.302	16783.3667	7598.3	2735.8821	992.4967	5590.7809	1783.0247	2578.0258	18722.8069	6327.329	6180.6511	17385.5796	773.5646	998.0839	13619.2302	24665.9718	4113.6975	1411.1874	1561.5802	15190.914	1282.6717	570.6434	551.1012	8381.078	5399.4857	4153.4657	superpathway of hexitol degradation (bacteria)
HISDEG-PWY	574.0581	8510.6206	193.3085	3443.1487	1133.6373	5125.2797	670.4491	2626.2115	5780.0689	10370.2342	9029.7184	2068.4241	9187.4843	726.1259	14703.2414	6558.0766	872.2872	5375.6375	6568.0	13259.1026	5275.6665	9744.5532	8107.8431	10158.6332	4188.9906	11392.4071	1784.8529	2396.529	30524.8487	24076.742	6351.5989	1374.7338	13007.6967	1088.5161	4668.7858	1693.9231	47.2727	210.5068	765.6422	887.1004	377.8116	111.1685	1530.3745	828.9524	413.3968	260.5351	320.9492	62.8584	1812.203	281.4977	147.9867	29485.4081	3932.6819	508.9071	99.5344	60.3658	1285.7828	1114.292	837.138	268.709	11393.7783	2313.0903	755.1973	531.829	5479.6282	875.492	2092.0077	11099.2309	1319.3968	381.3497	1286.982	2500.3726	5912.5243	12722.18	80.4961	4185.052	901.9194	6704.7088	4843.9894	10796.3716	2096.4044	13006.7146	1796.9081	14043.886	23669.6078	505.5174	1812.9967	7867.2443	847.2757	7708.7233	5780.7698	2261.9497	3955.3492	121.5735	2656.4636	18979.1756	2464.0576	7307.8592	5577.3601	329.0954	1448.8668	374.7738	616.5689	7008.8756	1053.3542	3094.7168	6454.8426	3711.9545	563.1407	3496.1194	715.514	735.6715	4958.5221	488.1093	11540.5924	772.3429	2355.4611	162.9026	4482.3808	1823.2271	130.3704	4741.8486	5181.7224	1707.1089	1516.3098	8963.1034	1239.9636	297.7481	1770.9688	336.2378	1510.9813	7236.4271	223.9034	10005.5341	2280.506	3376.2012	5821.8184	2486.5211	3454.7042	19686.7234	2392.5352	1481.628	3115.467	2226.5593	7432.356	1425.694	9392.88	10193.8761	27925.3978	1881.087	1678.2162	2138.7195	551.684	14427.9421	1418.6893	3195.1921	4161.9225	936.6875	2032.7319	6272.5655	22252.822	901.1131	287.0282	843.6248	548.746	60.2312	1828.9436	229.4845	1302.8076	499.0736	1454.1701	L-histidine degradation I
HISTSYN-PWY	11161.0704	14257.2303	18483.9819	20704.9193	27225.0387	19303.0644	12381.5532	24997.4489	18159.5871	26180.2082	15334.6797	17097.898	15733.7189	23569.9579	23123.8218	21429.3966	26196.615	21337.4612	8339.8409	24108.5697	23362.9364	24855.6961	22782.8211	21172.2512	24838.5339	22170.4913	13012.3156	29342.4323	30525.7942	29239.6783	24111.8384	24670.0716	23017.1758	29119.8503	14769.47	14262.7759	11572.7768	13549.1787	13217.9318	20950.3414	12801.2297	16198.5208	15962.6572	14470.3925	16988.6034	14329.9372	15629.492	16001.4426	26312.9506	23578.2863	23546.1307	26840.7454	27462.034	23288.6105	18516.0962	35032.0387	20749.3209	17422.9805	18474.0079	13613.2686	22882.6265	36913.1788	23105.6015	25914.8502	16361.7566	21576.2134	31148.8937	25256.154	21162.4528	16918.4657	18488.0347	19794.5123	18566.2927	22383.2732	2444.5464	21468.0854	16093.8786	22384.5058	21548.4084	20128.227	28103.5943	21204.9854	35157.1169	33313.8434	27783.1218	27045.7821	23919.4649	21388.763	22461.756	22218.3701	27397.4201	24867.4441	27255.0092	27902.4132	30244.5033	23845.482	16733.7677	15967.1169	31683.7949	24494.9233	19251.24	29303.3367	25975.6778	20448.6997	21851.1609	21957.47	23151.094	19893.8016	15979.0087	19118.2814	21782.056	20917.3108	15274.8503	32757.2242	26203.4678	22268.3444	19877.5378	31955.4335	20263.962	16587.1538	16601.4833	19324.8141	21478.0564	20343.5677	16091.5361	20365.1662	17863.5276	15337.6096	13434.7891	15445.6006	30588.1829	20931.1574	20389.0912	21576.6385	30531.8198	15814.9611	14245.5786	16717.5828	17145.3112	20750.7045	14043.2635	13900.6203	31618.0232	36497.8309	23092.0863	19774.7947	25913.7583	18543.7411	26557.8835	19176.5494	20988.6962	19330.603	15686.6099	14870.9189	24772.3797	13063.4429	19725.7342	19902.1027	16453.4041	22634.7845	24361.3817	17644.7519	17497.4039	16238.9067	20613.5247	5975.481	12950.0842	12865.1985	18956.8889	21206.1374	15159.7277	L-histidine biosynthesis
HOMOSER-METSYN-PWY	4867.1951	13725.7316	10879.6929	12218.0349	6439.3571	14619.6667	3911.8835	19487.2286	18975.1931	19036.9819	3607.3858	10502.3422	3032.7295	20611.5982	23687.9604	7291.7651	16990.3637	17578.6566	443.7128	4746.4197	20573.1393	17362.5383	8177.9779	20531.7331	15551.0777	26624.7604	7735.1642	23048.2035	37116.9453	35761.9744	8283.9079	11763.4094	26537.4497	25366.7266	5675.8961	7321.3539	5383.7708	9479.7064	11792.0567	13938.6969	8518.3885	5711.203	11042.9637	1298.851	14291.4408	7513.3513	11532.0993	15111.5146	21444.0458	16521.1219	17985.7696	33703.5191	10222.2751	3562.7416	5221.3809	38394.8999	11640.5725	9843.8913	5659.9579	7384.5255	24388.1788	8434.0992	15206.4311	18266.7796	2293.0093	7627.9321	25282.8236	23099.5129	16151.7337	4328.1667	5814.3342	12559.4656	5180.4201	17195.5289	1715.8421	6446.2756	11404.8194	8804.7379	17407.4302	13156.3881	13044.2745	6906.9465	22712.5079	24751.0118	32408.4137	6125.7846	10803.7427	11490.1589	19313.042	22520.4445	18493.5131	22450.7031	27531.166	6595.8195	12735.5145	26307.2012	17798.0661	13405.8912	6200.0722	23624.6044	7759.7883	25716.8952	2909.8559	16750.2743	323.8023	13415.1352	20367.9307	4451.2005	7742.7262	2678.4184	9258.4075	11263.0817	1075.9285	29477.3968	20340.981	8350.3589	14929.759	30302.3077	13507.2078	12590.1688	2148.5452	6165.7516	20297.9005	8118.1476	5333.0427	27108.6074	2622.883	3435.8834	8386.6559	1081.9445	14444.9535	20348.9751	2406.0383	1896.91	31328.8326	6036.5875	11759.6603	7088.4831	6143.7621	25977.5214	4909.4645	2977.0197	28825.1148	15686.2756	11855.8298	7018.7736	26550.2962	11901.6017	33463.7895	3765.009	13362.4287	5378.6886	6332.8562	20145.0723	7633.0919	10162.6858	19004.5477	2218.879	3008.9583	19091.5487	30451.8281	12426.1014	7093.1303	3695.9452	19701.7713	11892.4311	1717.243	2577.4269	15145.7548	7562.7547	8595.8393	L-methionine biosynthesis I
HSERMETANA-PWY	5326.3478	15179.9137	11694.751	13227.1635	6699.2877	16406.6368	4096.9797	22064.423	21459.7797	20833.2006	3764.8333	11315.5327	3155.4055	21874.2479	25917.3734	14651.554	18865.3892	17415.5731	9050.0914	13894.3969	20087.1813	18489.2962	8732.4078	19463.6505	17830.7009	27471.7316	8615.6802	25290.9627	18448.3666	17195.477	8756.4189	12690.5341	26224.0735	20955.4174	6033.6744	7696.3806	5827.1918	10286.4005	12107.3699	15800.7048	9683.0321	6057.5033	12477.8049	1319.3682	13757.1147	12541.5712	11950.2844	8632.8349	23463.6806	18892.4639	19902.3209	1438.1908	10927.5625	3660.4511	5493.4422	7204.7265	13478.8006	10895.1934	5935.4324	6759.4417	23584.2296	8816.3686	16721.7912	17188.9308	16303.3765	8082.6843	24667.4879	27019.7009	16103.6246	4525.3781	6127.5365	13069.2538	15322.1878	22607.6643	997.8671	6849.5814	13176.2807	22977.8104	13682.6776	14511.6711	14066.8881	7329.5234	30367.7088	38486.7071	11563.8752	6392.6858	11723.2814	12874.0287	21128.5836	19545.9562	20991.2671	25401.8693	30605.4487	29859.2519	29030.8	22127.7377	14459.5441	12816.6516	33845.0295	6607.0279	8285.8482	21610.7928	2967.3985	18617.8724	810.0709	14769.9266	22568.4191	4610.9084	8160.8618	6917.631	9628.1125	12106.6026	1089.6719	17418.4245	22978.0919	7321.6335	15628.7845	15030.1502	14604.9174	13907.4058	2197.081	6538.6981	19546.4971	8676.399	5647.2399	19360.0434	2690.3915	3578.599	8602.2872	9889.7034	15624.319	22209.843	2455.611	1927.0082	2561.8334	6501.3102	13492.734	7651.5525	6533.0053	5621.4494	5220.0925	3099.4265	18007.3827	16795.6051	13093.565	7455.4843	28559.2286	13298.4155	7424.7048	3902.6405	14317.3162	5639.2235	5868.3758	13367.7893	8065.0874	11378.6953	10571.8349	2262.9525	3112.3708	18043.1707	10936.9486	13626.9015	7595.6931	3838.6148	15083.357	827.014	1757.0231	2672.2192	17235.0263	7951.3816	9399.6949	L-methionine biosynthesis III
ILEUSYN-PWY	13855.2077	16350.3056	24069.4099	25360.9676	33050.0861	26529.6915	15737.3259	35055.0256	24328.0888	35766.4912	17499.7202	21125.5904	19604.1375	34516.9002	30740.6937	25187.2141	35996.8807	29165.5788	11149.8449	27842.1661	32925.8283	30038.6325	27099.222	28168.9323	31855.213	33363.2735	17364.3966	42348.4401	38548.9159	40029.3882	30118.5632	30360.4729	33183.1027	36453.3591	18060.3597	17545.4697	15768.9818	19846.7697	20185.2685	29158.6021	20592.0436	20358.0173	23614.396	16866.7073	23570.8917	18343.0176	22405.7636	23308.0005	40560.8973	33097.6982	35505.8081	39047.6605	33181.394	28242.8981	23419.9048	52937.4829	29424.9739	22310.5121	22873.5392	16680.3107	29851.0763	43672.539	30548.0628	35251.6865	26428.0345	29445.2655	43414.3761	38815.0282	31302.9659	21025.4191	22467.7178	24691.0544	22065.6872	26421.5744	3007.8246	26823.0386	22789.7502	28301.2552	30156.9929	32133.616	35199.725	29039.7336	43305.1549	45835.3825	27873.0844	33903.8956	32671.1401	34086.7689	33103.147	30860.7312	33478.7889	44724.3409	33681.9879	33045.7734	38268.603	32139.8319	20267.5404	27072.5184	38099.9238	33336.4957	23810.911	37274.2816	30064.2151	24506.6989	25653.0748	26281.779	29691.4593	24333.5822	20294.9257	21810.4333	27271.4938	26373.5839	17391.3613	40521.3307	39473.3647	27411.743	24135.1868	40176.5664	26078.9217	22630.2805	20262.0019	23300.9016	28730.7476	24110.27	20220.903	25512.3697	20944.1281	18022.4202	19108.9418	18856.0868	39328.3891	25908.4891	23748.8989	25089.0489	38927.3687	18531.4587	19036.891	20437.3644	20903.0919	27427.9037	17231.8251	16736.3761	40752.4917	45047.5318	33596.1388	23729.0876	33272.8259	23955.6878	34034.1114	22202.0492	28801.8477	22418.3818	19017.5642	24696.7743	30372.6347	19858.8245	27817.294	24131.3622	19344.7955	30859.5485	31588.8221	23615.2338	22818.599	19240.6739	29155.7856	13097.3865	15338.7532	16070.8496	28096.4958	25684.2448	18937.2221	L-isoleucine biosynthesis I (from threonine)
